nmkab,date,mean
ACEH TAMIANG,2026-05-23,
BENER MERIAH,2026-05-23,
ACEH JAYA,2026-05-23,
ACEH UTARA,2026-05-23,
BIREUEN,2026-05-23,
GAYO LUES,2026-05-23,
ACEH BARAT DAYA,2026-05-23,
ACEH BESAR,2026-05-23,
ACEH BARAT,2026-05-23,
PIDIE,2026-05-23,
ACEH TENGGARA,2026-05-23,
ACEH SELATAN,2026-05-23,
ACEH TENGAH,2026-05-23,
ACEH TIMUR,2026-05-23,
ACEH SINGKIL,2026-05-23,
SIMEULUE,2026-05-23,
